id,chr,pos,cm
19570,11,127719538,141.847385
19571,11,127900579,141.890843
19572,11,127902700,142.025976
19573,11,128044966,142.077995
19574,11,128047122,142.198574
19575,11,128119555,142.24322
19576,11,128121776,142.313706
19577,11,128187803,142.379174
19578,11,128189516,142.492276
19579,11,128239643,142.513577
19580,11,128261411,142.6115
19581,11,128398309,142.815527
19582,11,128403004,142.877475
19583,11,128578157,143.133781
19584,11,128582944,143.253537
19585,11,128633309,143.315959
19586,11,128636233,143.478716
19587,11,128657590,143.693205
19588,11,128691920,143.713858
19589,11,128695858,143.817329
19590,11,128744648,143.905233
19591,11,128773413,144.207784
19592,11,128797257,144.232611
19593,11,128805814,144.402832
19594,11,129186210,144.517722
19595,11,129193945,144.58719
19596,11,129265311,144.647305
19597,11,129330173,144.841522
19598,11,129395084,144.85391
19599,11,129398811,145.010667
19600,11,129448803,145.09363
19601,11,129453148,145.19563
19602,11,129560872,145.319916
19603,11,129563031,145.434974
19604,11,129573063,145.538301
19605,11,129605625,145.569408
19606,11,129609238,145.663809
19607,11,129631062,145.806262
19608,11,129764568,145.867936
19609,11,129892812,146.053765
19610,11,129910584,146.179498
19611,11,130045978,146.283973
19612,11,130089402,146.442996
19613,11,130255113,146.512554
19614,11,130258858,146.609477
19615,11,130338163,146.728615
19616,11,130352307,146.891662
19617,11,130426387,146.981915
19618,11,130427963,147.038632
19619,11,130500775,147.096432
19620,11,130503612,147.225926
19621,11,130536523,147.415231
19622,11,130573050,147.431275
19623,11,130582636,147.526695
19624,11,130650590,147.582264
19625,11,130653591,147.720342
19626,11,130694187,147.781168
19627,11,130705653,147.94743
19628,11,130894976,148.063193
19629,11,130896774,148.200572
19630,11,131010947,148.333754
19631,11,131013602,148.485389
19632,11,131068401,148.570244
19633,11,131073586,148.646574
19634,11,131075623,148.742409
19635,11,131102906,148.837777
19636,11,131110711,148.97825
19637,11,131218040,149.117069
19638,11,131225430,149.373498
19639,11,131314134,149.538462
19640,11,131326181,149.748649
19641,11,131364495,149.805324
19642,11,131374917,149.91958
19643,11,131427560,150.004534
19644,11,131431923,150.14568
19645,11,131548526,150.403473
19646,11,131635857,150.445561
19647,11,131693277,150.662256
19648,11,131782369,150.744315
19649,11,131788217,150.81831
19650,11,131870763,151.003288
19651,11,131874317,151.196098
19652,11,132035686,151.336219
19653,11,132038207,151.419976
19654,11,132054200,151.479469
19655,11,132386285,151.746559
19656,11,132387460,151.846475
19657,11,132502212,151.927196
19658,11,132504089,151.984141
19659,11,132584331,152.055168
19660,11,132586686,152.197122
19661,11,132719646,152.311882
19662,11,132724689,152.44178
19663,11,132765274,152.549726
19664,11,132766569,152.619978
19665,11,132800883,152.671931
19666,11,132803094,152.792268
19667,11,132827692,152.814157
19668,11,132840189,152.98592
19669,11,132909293,153.043556
19670,11,132912844,153.208617
19671,11,132945546,153.269409
19672,11,132956841,153.37716
19673,11,132996397,153.432057
19674,11,133005131,153.622683
19675,11,133043258,153.673872
19676,11,133045529,153.844704
19677,11,133074663,153.885334
19678,11,133078684,154.040957
19679,11,133097611,154.160445
19680,11,133101524,154.261794
19681,11,133194915,154.31337
19682,11,133217324,154.445154
19683,11,133221722,154.548178
19684,11,133275575,154.675595
19685,11,133400279,154.793027
19686,11,133412085,154.899217
19687,11,133521772,155.002119
19688,11,133523966,155.14474
19689,11,133575300,155.19737
19690,11,133586336,155.323462
19691,11,133596917,155.345199
19692,11,133599242,155.483755
19693,11,133681425,155.524065
19694,11,133698733,155.644703
19695,11,133856832,155.812872
19696,11,133860039,155.887012
19697,11,133904185,155.937399
19698,11,133915265,156.095601
19699,11,133932652,156.124017
19700,11,133935551,156.203825
19701,11,134203538,156.308278
19702,11,134207089,156.394412
19703,11,134254796,156.550159
19704,11,134261150,156.627631
19705,11,134293443,156.660651
19706,11,134299606,156.730158
19707,11,134346119,156.854414
19708,11,134349224,157.041615
19709,11,134391551,157.123416
19710,11,134432050,157.312463
19711,11,134597073,157.435563
19712,11,134618253,157.515188
19713,11,134619520,157.610388
19714,11,134660163,157.685783
19715,11,134662127,157.834231
19716,11,134746130,157.969212
19717,11,134748945,158.085555
19718,11,134945522,158.21865
19719,12,148673,0
19720,12,270773,0.43084
19721,12,330315,0.560135
19722,12,334199,0.680728
19723,12,342677,0.736103
19724,12,517521,0.782383
19725,12,628669,1.167646
19726,12,631550,1.265227
19727,12,663396,1.385945
19728,12,673078,1.621392
19729,12,784848,1.771134
19730,12,786238,1.873816
19731,12,854331,1.93919
19732,12,863517,2.134252
19733,12,1079129,2.193993
19734,12,1080854,2.345338
19735,12,1509024,2.520762
19736,12,1592657,2.627735
19737,12,1607390,2.79863
19738,12,1631037,2.840977
19739,12,1637913,2.962825
19740,12,1662052,3.030485
19741,12,1682177,3.302515
19742,12,1734270,3.48598
19743,12,1739836,3.615836
19744,12,1779753,3.829648
19745,12,1933553,3.905118
19746,12,1939048,4.07335
19747,12,1948947,4.222624
19748,12,2026808,4.288479
19749,12,2046282,4.433297
19750,12,2126774,4.484047
19751,12,2132163,4.592068
19752,12,2175651,4.662636
19753,12,2178545,4.779894
19754,12,2271575,4.894755
19755,12,2274051,4.982005
19756,12,2419896,5.074441
19757,12,2423124,5.134379
19758,12,2458441,5.161478
19759,12,2472452,5.269928
19760,12,2523772,5.304325
19761,12,2544724,5.484109
19762,12,2546742,5.588321
19763,12,2594552,5.697191
19764,12,2610641,5.836683
19765,12,2876636,6.291138
19766,12,2888319,6.440208
19767,12,3060224,6.526239
19768,12,3079072,6.690531
19769,12,3123796,6.767824
19770,12,3126040,6.858211
19771,12,3174717,6.942334
19772,12,3178508,7.088268
19773,12,3249506,7.21249
19774,12,3251901,7.260435
19775,12,3294784,7.314345
19776,12,3327167,7.440607
19777,12,3330012,7.542586
19778,12,3351844,7.625184
19779,12,3353877,7.728932
19780,12,3435834,7.946416
19781,12,3437857,8.046801
19782,12,3557320,8.251329
19783,12,3563730,8.435509
19784,12,3675268,8.56752
19785,12,3682483,8.811392
19786,12,3744815,8.907227
19787,12,3748411,8.978082
19788,12,3851710,9.101762
19789,12,3857650,9.213461
19790,12,3868168,9.237658
19791,12,3871581,9.391044
19792,12,4000616,9.488235
19793,12,4003134,9.56228
19794,12,4038950,9.69219
19795,12,4042558,9.767369
19796,12,4068186,9.888341
19797,12,4071238,10.024215
19798,12,4100661,10.2872
19799,12,4120677,10.707846
19800,12,4157031,10.81112
19801,12,4266078,10.849091
19802,12,4318916,10.99046
19803,12,4337923,11.14102
19804,12,4376494,11.192236
19805,12,4390372,11.344382
19806,12,4416304,11.445978
19807,12,4419973,11.623704
19808,12,4507672,11.720314
19809,12,4509505,11.781547
19810,12,4603698,11.962446
19811,12,4670382,11.96308
19812,12,4676456,12.025527
19813,12,4771682,12.136547
19814,12,4773310,12.198563
19815,12,4889126,12.228972
19816,12,4966624,12.391784
19817,12,4972112,12.475483
19818,12,4990222,12.494667
19819,12,4992192,12.607724
19820,12,5006379,12.69164
19821,12,5056350,12.753386
19822,12,5057998,12.850679
19823,12,5061844,12.898533
19824,12,5128108,13.00861
19825,12,5131138,13.106809
19826,12,5196704,13.251061
19827,12,5199402,13.412548
19828,12,5320728,13.565141
19829,12,5322551,13.6836
19830,12,5388036,13.783483
19831,12,5389325,13.870938
19832,12,5487932,13.923899
19833,12,5637730,14.247843
19834,12,5639137,14.313828
19835,12,5671327,14.330356
19836,12,5688383,14.429981
19837,12,5748844,14.488522
19838,12,5750791,14.644366
19839,12,5877653,14.714928
19840,12,5881403,14.859973
19841,12,5936265,14.902379
19842,12,5937384,14.952312
19843,12,6022495,15.090549
19844,12,6024263,15.166325
19845,12,6070839,15.19991
19846,12,6084323,15.399765
19847,12,6169323,15.546999
19848,12,6222087,15.775415
19849,12,6360683,15.910277
19850,12,6378212,16.081459
19851,12,6412036,16.112254
19852,12,6421174,16.257986
19853,12,6469671,16.510133
19854,12,6492008,16.745955
19855,12,6520494,16.788314
19856,12,6523249,16.888877
19857,12,6561145,17.010482
19858,12,6880996,17.236198
19859,12,6884244,17.347429
19860,12,6909442,17.418187
19861,12,6911437,17.488381
19862,12,6934300,17.551968
19863,12,6939850,17.676511
19864,12,6954624,17.777306
19865,12,7062391,17.869914
19866,12,7075882,17.959364
19867,12,7145853,17.974851
19868,12,7243568,18.131075
19869,12,7371325,18.201845
19870,12,7373646,18.335701
19871,12,7518422,18.42746
19872,12,7519826,18.521467
19873,12,7631190,18.595376
19874,12,7632376,18.666772
19875,12,7847308,18.837233
19876,12,7849986,18.916674
19877,12,7930171,19.026501
19878,12,7943376,19.192381
19879,12,7993316,19.251861
19880,12,7996554,19.337524
19881,12,8088227,19.538607
19882,12,8097404,19.634258
19883,12,8123306,19.684112
19884,12,8141435,19.888063
19885,12,8230550,20.047917
19886,12,8234112,20.122647
19887,12,8279784,20.156525
19888,12,8300589,20.285187
19889,12,8375112,20.340993
19890,12,8379795,20.511535
19891,12,8534123,20.750845
19892,12,8537765,20.825966
19893,12,8659920,20.929847
19894,12,8753339,21.08066
19895,12,8756791,21.130335
19896,12,8758658,21.224982
19897,12,8789030,21.532573
19898,12,8832203,21.651115
19899,12,8975605,21.696257
19900,12,8981527,21.795483
19901,12,9029601,21.877156
19902,12,9034272,21.994074
19903,12,9464748,22.230157
19904,12,9502548,22.293741
19905,12,9821781,22.358608
19906,12,9971982,22.497046
19907,12,9997275,22.562647
19908,12,10004648,22.630916
19909,12,10175993,22.850656
19910,12,10186284,23.001277
19911,12,10367886,23.222637
19912,12,10373881,23.283864
19913,12,10479492,23.354433
19914,12,10482311,23.453942
19915,12,10487785,23.476432
19916,12,10492982,23.598314
19917,12,10824855,23.812033
19918,12,10832143,23.914433
19919,12,10935725,23.994243
19920,12,10942710,24.0533
19921,12,10944783,24.170713
19922,12,11313673,24.220794
19923,12,11376130,24.544879
19924,12,11475770,24.592021
19925,12,11480228,24.711687
19926,12,11682860,24.818713
19927,12,11697835,24.97878
19928,12,11752006,25.067982
19929,12,11767406,25.405474
19930,12,11852495,25.537122
19931,12,11855093,25.614243
19932,12,11941579,25.719476
19933,12,11944910,25.95331
19934,12,12001252,26.030717
19935,12,12004154,26.144405
19936,12,12040911,26.285223
19937,12,12042866,26.375496
19938,12,12081339,26.462599
19939,12,12084073,26.571995
19940,12,12093517,26.575888
19941,12,12103305,26.754953
19942,12,12116926,26.779028
19943,12,12119863,26.851424
19944,12,12202173,26.925805
19945,12,12252078,27.141472
19946,12,12254476,27.208813
19947,12,12266041,27.238583
19948,12,12268526,27.31118
19949,12,12439431,27.358916
19950,12,12468058,27.513174
19951,12,12514864,27.587923
19952,12,12523564,27.712551
19953,12,12537072,27.7536
19954,12,12541869,27.849705
19955,12,12729670,27.982135
19956,12,12736119,28.164616
19957,12,12808075,28.234858
19958,12,12817965,28.304272
19959,12,12898699,28.377735
19960,12,12900512,28.487593
19961,12,12924960,28.690867
19962,12,13032787,28.925255
19963,12,13034585,29.012522
19964,12,13050419,29.039635
19965,12,13053001,29.186105
19966,12,13093385,29.227271
19967,12,13096028,29.366866
19968,12,13184886,29.445132
19969,12,13191175,29.50447
19970,12,13242450,29.520522
19971,12,13248157,29.612807
19972,12,13333283,29.681748
19973,12,13336958,29.751918
19974,12,13362818,29.779602
19975,12,13364197,29.861211
19976,12,13554357,30.118146
19977,12,13556792,30.248485
19978,12,13736908,30.50158
19979,12,13872044,30.576287
19980,12,13875580,30.637166
19981,12,14114657,30.823011
19982,12,14119860,30.959628
19983,12,14264114,31.060132
19984,12,14270081,31.276061
19985,12,14425860,31.412843
19986,12,14433765,31.487851
19987,12,14659441,31.554468
19988,12,14663757,31.721021
19989,12,14982352,31.847868
19990,12,14984831,31.898276
19991,12,15083510,31.961483
19992,12,15114901,32.075665
19993,12,15236299,32.140501
19994,12,15252090,32.44491
19995,12,15658430,32.625296
19996,12,15672785,32.685683
19997,12,15818880,32.758509
19998,12,15821613,32.822238
19999,12,15872585,32.836916
20000,12,15880308,32.901745
20001,12,16079122,32.945675
20002,12,16080649,33.00776
20003,12,16136782,33.050002
20004,12,16141274,33.17612
20005,12,16276441,33.260943
20006,12,16280171,33.394435
20007,12,16308214,33.440989
20008,12,16312386,33.624274
20009,12,16423287,33.709319
20010,12,16425656,33.852538
20011,12,16738120,34.131734
20012,12,16768009,34.301218
20013,12,16866876,34.336178
20014,12,16869088,34.465335
20015,12,17095055,34.520347
20016,12,17097536,34.608575
20017,12,17247625,34.647872
20018,12,17249469,34.710599
20019,12,17355174,34.743277
20020,12,17367733,34.801286
20021,12,17369824,34.934951
20022,12,17374484,35.03553
20023,12,18299091,35.44462
20024,12,18302592,35.507022
20025,12,18374435,35.583267
20026,12,18466533,35.608271
20027,12,18468068,35.639867
20028,12,18623209,35.713837
20029,12,18629717,35.769573
20030,12,18790817,35.856141
20031,12,18813675,36.019141
20032,12,19086210,36.125413
20033,12,19238903,36.286605
20034,12,19725316,36.442948
20035,12,19778517,36.519344
20036,12,19782521,36.616876
20037,12,19923067,36.732628
20038,12,19936932,36.970811
20039,12,20076094,37.112727
20040,12,20078725,37.287616
20041,12,20284746,37.435096
20042,12,20287562,37.53069
20043,12,20318188,37.555728
20044,12,20338941,37.705158
20045,12,20379710,37.730208
20046,12,20381756,37.84762
20047,12,20518025,37.963132
20048,12,20526654,38.178478
20049,12,20574818,38.211719
20050,12,20590019,38.29615
20051,12,20710598,38.389412
20052,12,20713699,38.443614
20053,12,20796149,38.540694
20054,12,20804160,38.716528
20055,12,20862939,38.787127
20056,12,20865301,38.948742
20057,12,20881762,38.961156
20058,12,20886991,39.037917
20059,12,20987356,39.085043
20060,12,20991681,39.149916
20061,12,21313773,39.283037
20062,12,21317922,39.334776
20063,12,21490381,39.412352
20064,12,21569730,39.527803
20065,12,21571978,39.645041
20066,12,21747361,39.752326
20067,12,21762219,39.905279
20068,12,22086162,40.03225
20069,12,22129289,40.151675
20070,12,22245880,40.280252
20071,12,22247584,40.379721
20072,12,22325245,40.43376
20073,12,22328189,40.53128
20074,12,22482438,40.642208
20075,12,22489256,40.712567
20076,12,22870109,40.824968
20077,12,22872641,40.891693
20078,12,22890730,40.908278
20079,12,22893666,40.984465
20080,12,22933263,41.003553
20081,12,22937543,41.141637
20082,12,22960127,41.256717
20083,12,22963109,41.330484
20084,12,22988385,41.452538
20085,12,23125431,41.592936
20086,12,23128602,41.663421
20087,12,23183852,41.755764
20088,12,23185575,41.854882
20089,12,23207730,41.948525
20090,12,23637351,42.06086
20091,12,23639917,42.128421
20092,12,23659664,42.174815
20093,12,23666839,42.305687
20094,12,23819364,42.460442
20095,12,23821733,42.609144
20096,12,23841614,42.631314
20097,12,23845232,42.735868
20098,12,23917943,42.8134
20099,12,23923620,42.911938
20100,12,24150441,43.141159
20101,12,24162553,43.244955
20102,12,24291541,43.399258
20103,12,24294258,43.539529
20104,12,24370491,43.621222
20105,12,24388089,43.709505
20106,12,24389660,43.789295
20107,12,24442699,43.904806
20108,12,24457216,44.021128
20109,12,24544526,44.147768
20110,12,24547216,44.299381
20111,12,24560842,44.337581
20112,12,24563877,44.446642
20113,12,24926928,44.679166
20114,12,24930539,44.831243
20115,12,24965708,44.856135
20116,12,24966845,44.90503
20117,12,25063004,44.985558
20118,12,25065517,45.080874
20119,12,25162703,45.189113
20120,12,25170545,45.309549
20121,12,25204473,45.355157
20122,12,25207653,45.505068
20123,12,25426122,45.676796
20124,12,25427962,45.758779
20125,12,25512503,45.852033
20126,12,25514597,45.983386
20127,12,25598573,46.077262
20128,12,25600794,46.180869
20129,12,25709532,46.246733
20130,12,25771073,46.379331
20131,12,25991726,46.506677
20132,12,25993804,46.600597
20133,12,26040226,46.620717
20134,12,26041424,46.691462
20135,12,26250878,46.797117
20136,12,26253557,46.903419
20137,12,26389769,46.988453
20138,12,26438189,47.085118
20139,12,26440059,47.164753
20140,12,26532629,47.237079
20141,12,26534192,47.356781
20142,12,26547277,47.369524
20143,12,26553839,47.451814
20144,12,26858538,47.761084
20145,12,26862439,47.826458
20146,12,27093585,48.017216
20147,12,27529219,48.129943
20148,12,27531435,48.217622
20149,12,27727495,48.317955
20150,12,27798144,48.470736
20151,12,27800883,48.55847
20152,12,27839501,48.661039
20153,12,27958456,48.767872
20154,12,27981870,48.913816
20155,12,27983316,48.963037
20156,12,28190652,49.14562
20157,12,28194223,49.223297
20158,12,28240617,49.328874
20159,12,28739627,49.419996
20160,12,28744922,49.578203
20161,12,28978308,49.688998
20162,12,28981043,49.756192
20163,12,29027274,49.767076
20164,12,29028788,49.892916
20165,12,29111480,49.922591
20166,12,29112928,50.024134
20167,12,29120617,50.105702
20168,12,29364807,50.19264
20169,12,29371727,50.276113
20170,12,29630081,50.355195
20171,12,29648764,50.433447
20172,12,29651566,50.53385
20173,12,29677800,50.699366
20174,12,29776873,50.740646
20175,12,29778035,50.799455
20176,12,29788245,50.897503
20177,12,29951626,51.190052
20178,12,30102985,51.243665
20179,12,30197212,51.383361
20180,12,30198929,51.441233
20181,12,30350918,51.637633
20182,12,30357877,51.721637
20183,12,30722222,51.939033
20184,12,30723966,52.034969
20185,12,30918286,52.071751
20186,12,30975469,52.14971
20187,12,30981288,52.237904
20188,12,31066712,52.327322
20189,12,31070720,52.441741
20190,12,31126240,52.569437
20191,12,31158898,52.754075
20192,12,31399722,52.892538
20193,12,31420306,52.981561
20194,12,31514886,53.047507
20195,12,31516706,53.12707
20196,12,31797339,53.216924
20197,12,31799091,53.268287
20198,12,31906715,53.316314
20199,12,32081072,53.527341
20200,12,32083836,53.589956
20201,12,32157146,53.731212
20202,12,32173522,53.945024
20203,12,32246543,54.108661
20204,12,32362947,54.165843
20205,12,32368166,54.298638
20206,12,32645755,54.446484
20207,12,32648257,54.514337
20208,12,32764184,54.64896
20209,12,32909240,54.683569
20210,12,33074470,54.869673
20211,12,33080545,55.015525
20212,12,33438609,55.183594
20213,12,34450534,55.441852
20214,12,37941053,55.464592
20215,12,39368862,55.622207
20216,12,40317553,55.886814
20217,12,41198315,56.461373
20218,12,41199379,56.513238
20219,12,41693943,56.667804
20220,12,41696122,56.78982
20221,12,42347363,57.161955
20222,12,42348480,57.249966
20223,12,42870444,57.31978
20224,12,42873478,57.39755
20225,12,43074061,57.608772
20226,12,43076598,57.758132
20227,12,43210738,57.822216
20228,12,43468869,58.104775
20229,12,43981044,58.277166
20230,12,43989753,58.449687
20231,12,44459583,58.68093
20232,12,44476017,58.772215
20233,12,44674671,58.795827
20234,12,44678267,58.843974
20235,12,44778595,58.881265
20236,12,44792000,58.937159
20237,12,44923334,59.012121
20238,12,44926334,59.090104
20239,12,45206698,59.21912
20240,12,45210659,59.342609
20241,12,45940096,59.61927
20242,12,46023426,59.79612
20243,12,46025223,59.91126
20244,12,46073111,59.941676
20245,12,46076419,59.999315
20246,12,46512258,60.076813
20247,12,46515501,60.156976
20248,12,46604068,60.27678
20249,12,46605239,60.346852
20250,12,46629211,60.406144
20251,12,47178307,60.488373
20252,12,47463425,60.630766
20253,12,47469223,60.709375
20254,12,47504095,60.773732
20255,12,47505609,60.860395
20256,12,47669546,61.055483
20257,12,47713678,61.208437
20258,12,47716075,61.31898
20259,12,47784221,61.38327
20260,12,47788692,61.45583
20261,12,47879568,61.488626
20262,12,47888496,61.571738
20263,12,47935320,61.618507
20264,12,47940858,61.691879
20265,12,48182241,61.806965
20266,12,48186738,61.879256
20267,12,48269410,62.075556
20268,12,48273714,62.214963
20269,12,48286015,62.306664
20270,12,48394823,62.405964
20271,12,48963021,62.586251
20272,12,48974359,62.737547
20273,12,49151097,62.798823
20274,12,49159610,62.885861
20275,12,49287450,63.023038
20276,12,49667921,63.1378
20277,12,49756665,63.255642
20278,12,50165690,63.317603
20279,12,50169070,63.427592
20280,12,50290023,63.539607
20281,12,50297670,63.657574
20282,12,50324189,63.702244
20283,12,50334781,63.880325
20284,12,50374317,64.056134
20285,12,51581565,64.329709
20286,12,51584597,64.433041
20287,12,51771040,64.554446
20288,12,51774134,64.591539
20289,12,51780636,64.920449
20290,12,51924030,64.980361
20291,12,51950340,65.141285
20292,12,52219882,65.232638
20293,12,52264525,65.358458
20294,12,52273248,65.463028
20295,12,52392200,65.546332
20296,12,52443653,65.694271
20297,12,52489247,65.720231
20298,12,52568912,65.907544
20299,12,52570926,66.021929
20300,12,52601500,66.065686
20301,12,52603750,66.176534
20302,12,52644743,66.277067
20303,12,52648297,66.40615
20304,12,52807250,66.538764
20305,12,52813798,66.593976
20306,12,52913517,66.630602
20307,12,52930262,66.716742
20308,12,52932592,66.797333
20309,12,52952401,66.874628
20310,12,53036090,66.950676
20311,12,53045003,67.126204
20312,12,53184559,67.267459
20313,12,53213453,67.390142
20314,12,53359416,67.491045
20315,12,53386641,67.7037
20316,12,53437806,67.710772
20317,12,53464492,67.791042
20318,12,53597092,67.871853
20319,12,53603738,67.974995
20320,12,53619074,68.028785
20321,12,54101065,68.163806
20322,12,54105074,68.257894
20323,12,54318562,68.51581
20324,12,54320805,68.575273
20325,12,54349773,68.601714
20326,12,54384947,68.759664
20327,12,54489010,68.881808
20328,12,54508761,68.98927
20329,12,54584933,69.044878
20330,12,54598367,69.112971
20331,12,54675113,69.132748
20332,12,54712308,69.322265
20333,12,54774379,69.367561
20334,12,54786414,69.508125
20335,12,54905815,69.603737
20336,12,54910906,69.689504
20337,12,54990949,69.923518
20338,12,55124918,70.069889
20339,12,55126486,70.146947
20340,12,55318765,70.227433
20341,12,55321014,70.35196
20342,12,55409682,70.439224
20343,12,55416041,70.556191
20344,12,55431990,70.562261
20345,12,55443170,70.677545
20346,12,56050706,70.925673
20347,12,56076919,71.127567
20348,12,56115883,71.197222
20349,12,56232176,71.228741
20350,12,56241098,71.311227
20351,12,56351346,71.349617
20352,12,56354272,71.444362
20353,12,56781444,71.547645
20354,12,56803018,71.662758
20355,12,56958447,71.754043
20356,12,56978171,71.824441
20357,12,56983252,71.927642
20358,12,57477431,72.104036
20359,12,57540751,72.183463
20360,12,57558505,72.366781
20361,12,57851182,72.433257
20362,12,57856933,72.497981
20363,12,58023981,72.608958
20364,12,58486021,72.716508
20365,12,58534768,72.830086
20366,12,58747678,72.94317
20367,12,58749803,73.061176
20368,12,58836631,73.104954
20369,12,58842292,73.201325
20370,12,58971355,73.246109
20371,12,58974650,73.350287
20372,12,59052491,73.401266
20373,12,59078629,73.519195
20374,12,59245119,73.627543
20375,12,59307446,73.740458
20376,12,59312113,73.805946
20377,12,59544503,73.922636
20378,12,59557402,73.999203
20379,12,59992825,74.099637
20380,12,59997742,74.188762
20381,12,60260499,74.313788
20382,12,61304227,74.522901
20383,12,61738896,74.667644
20384,12,61741156,74.796551
20385,12,61922878,74.890904
20386,12,61925681,74.950865
20387,12,61965658,75.055376
20388,12,62276583,75.156348
20389,12,62281050,75.240065
20390,12,62383827,75.319796
20391,12,62386600,75.446918
20392,12,62572690,75.575363
20393,12,63055772,75.699746
20394,12,63057811,75.78507
20395,12,63236361,76.133706
20396,12,63240672,76.243152
20397,12,63259895,76.375288
20398,12,63311148,76.459809
20399,12,63312288,76.524546
20400,12,63526490,76.756594
20401,12,64307436,77.105829
20402,12,64314158,77.205604
20403,12,64397882,77.262707
20404,12,64400591,77.417228
20405,12,64548492,77.5617
20406,12,64909603,77.691348
20407,12,64915060,77.809627
20408,12,64945908,77.838532
20409,12,64961684,78.000934
20410,12,65096398,78.090917
20411,12,65100884,78.189138
20412,12,65383970,78.318909
20413,12,65385252,78.387589
20414,12,65448986,78.472269
20415,12,65922895,78.582151
20416,12,65929967,78.725655
20417,12,66065136,78.791773
20418,12,66074221,78.859828
20419,12,66106561,78.867045
20420,12,66108963,78.94074
20421,12,66117125,78.961478
20422,12,66118509,79.051146
20423,12,66161344,79.105097
20424,12,66165202,79.25298
20425,12,66391396,79.420897
20426,12,66394664,79.529012
20427,12,66423348,79.567572
20428,12,66425288,79.692877
20429,12,66452879,79.716733
20430,12,66454490,79.769983
20431,12,66637485,79.847437
20432,12,66648328,80.064599
20433,12,66842135,80.255755
20434,12,66844802,80.314563
20435,12,66941307,80.400943
20436,12,66943027,80.483132
20437,12,67038928,80.539352
20438,12,67076575,80.679916
20439,12,67178282,80.784274
20440,12,67184718,80.972393
20441,12,67436745,81.219494
20442,12,67438253,81.29594
20443,12,67616583,81.40178
20444,12,67643840,81.477397
20445,12,67818327,81.528188
20446,12,67904963,81.666529
20447,12,67911539,81.884733
20448,12,68008783,82.078573
20449,12,68010614,82.21655
20450,12,68173596,82.313162
20451,12,68176381,82.459258
20452,12,68246876,82.522299
20453,12,68248432,82.631597
20454,12,68464833,82.829262
20455,12,68469642,82.890011
20456,12,68507921,82.906796
20457,12,68510277,83.02081
20458,12,68596185,83.055521
20459,12,68599906,83.117305
20460,12,68742112,83.241416
20461,12,68790738,83.382481
20462,12,68792744,83.516409
20463,12,68834082,83.632481
20464,12,68837123,83.750288
20465,12,68887806,83.810721
20466,12,68890373,83.880374
20467,12,69235406,83.998266
20468,12,69263979,84.192337
20469,12,69494008,84.463669
20470,12,69523111,84.642703
20471,12,69525887,84.717138
20472,12,69581051,84.772639
20473,12,69586201,84.87508
20474,12,69608090,84.893603
20475,12,69619392,85.051528
20476,12,69826029,85.139785
20477,12,69827658,85.228243
20478,12,69834963,85.300469
20479,12,70017401,85.36512
20480,12,70018656,85.408346
20481,12,70101023,85.536865
20482,12,70312890,85.617066
20483,12,70319202,85.700769
20484,12,70445082,85.806019
20485,12,70815755,85.891677
20486,12,70817946,85.931346
20487,12,70948245,86.061642
20488,12,70959910,86.257471
20489,12,71015199,86.355108
20490,12,71016641,86.440287
20491,12,71136612,86.54274
20492,12,71145134,86.658079
20493,12,71227311,86.831964
20494,12,71667022,87.076569
20495,12,71671808,87.1465
20496,12,71688642,87.151607
20497,12,71692614,87.266315
20498,12,71837523,87.359488
20499,12,71842791,87.429984
20500,12,71939336,87.497001
20501,12,71943379,87.620513
20502,12,72504886,87.843532
20503,12,72538429,87.94323
20504,12,72606814,87.976014
20505,12,72609368,88.076238
20506,12,72642711,88.124415
20507,12,72648077,88.262911
20508,12,72702592,88.286486
20509,12,72703898,88.376732
20510,12,73120966,88.544441
20511,12,73125054,88.604907
20512,12,73149226,88.606102
20513,12,73152467,88.720848
20514,12,73440709,88.797866
20515,12,73670298,88.949738
20516,12,74835107,89.188839
20517,12,75193041,89.39627
20518,12,75194758,89.458376
20519,12,75564350,89.611167
20520,12,75566937,89.762154
20521,12,75654478,89.789254
20522,12,75658569,89.857564
20523,12,76039483,89.94112
20524,12,76042692,90.037715
20525,12,76058346,90.051893
20526,12,76064345,90.165028
20527,12,76111969,90.196646
20528,12,76119142,90.405516
20529,12,76298772,90.651055
20530,12,76310936,90.803645
20531,12,76421254,91.087971
20532,12,76426877,91.214079
20533,12,76483623,91.249797
20534,12,76518531,92.308204
20535,12,76529043,92.377988
20536,12,76632225,92.4433
20537,12,76634974,92.504046
20538,12,77100340,92.635222
20539,12,77103873,92.772215
20540,12,77127959,92.789232
20541,12,77134151,92.903574
20542,12,77263912,92.933505
20543,12,77299921,93.041148
20544,12,77392678,93.085976
20545,12,77397698,93.166379
20546,12,77449790,93.310558
20547,12,77799416,93.491307
20548,12,77806686,93.684979
20549,12,77816167,93.749994
20550,12,78113699,93.980687
20551,12,78115581,94.042513
20552,12,78284433,94.247238
20553,12,78398181,94.289316
20554,12,78401485,94.394573
20555,12,78569970,94.597772
20556,12,78572650,94.709625
20557,12,78639205,94.773309
20558,12,78642971,94.882406
20559,12,78677265,94.920767
20560,12,78681966,95.030797
20561,12,78846463,95.150126
20562,12,78848864,95.217993
20563,12,78927648,95.294549
20564,12,78929673,95.33428
20565,12,79054263,95.367917
20566,12,79060931,95.549191
20567,12,79222921,95.589174
20568,12,79231689,95.727819
20569,12,79313876,95.780956
