chr,pos,cm,increment_cm
8,25934423,52.272701,0.021173
8,25937297,52.340903,0.068202
8,26065972,52.506073,0.16517
8,26084615,52.874333,0.36826
8,26279865,52.959849,0.085516
8,26322344,53.12643,0.166581
8,26681450,53.430382,0.303952
8,26683805,53.57408,0.143698
8,27067745,53.803787,0.229707
8,27069416,53.856313,0.052526
8,27404137,54.058373,0.20206
8,27405809,54.13642,0.078047
8,27468862,54.236776,0.100356
8,27474202,54.307307,0.070531
8,27582194,54.466065,0.158758
8,27758922,54.550132,0.084067
8,27760475,54.647834,0.097702
8,27832166,54.730425,0.082591
8,27836417,54.798095,0.06767
8,27914477,54.915381,0.117286
8,27934673,55.025617,0.110236
8,28049093,55.057139,0.031522
8,28055236,55.132598,0.075459
8,28160346,55.264046,0.131448
8,28163980,55.38053,0.116484
8,28292452,55.496459,0.115929
8,28321247,55.827994,0.331535
8,28325411,55.949036,0.121042
8,28451539,56.040063,0.091027
8,28454447,56.130476,0.090413
8,28467263,56.207807,0.077331
8,28618898,56.348391,0.140584
8,28623696,56.444596,0.096205
8,29191704,56.588657,0.144061
8,29253667,56.67477,0.086113
8,29255584,56.755856,0.081086
8,29276435,56.849794,0.093938
8,29280949,56.986974,0.13718
8,29326067,57.022114,0.03514
8,29327924,57.168771,0.146657
8,29330180,57.233561,0.06479
8,29416096,57.386244,0.152683
8,29589697,57.506264,0.12002
8,29633694,57.650681,0.144417
8,29642891,57.741784,0.091103
8,29679740,58.459543,0.717759
8,29742361,58.53915,0.079607
8,29744518,58.664814,0.125664
8,29840089,58.703452,0.038638
8,29841902,58.838473,0.135021
8,29886373,58.91782,0.079347
8,29890482,59.011566,0.093746
8,30128040,59.101794,0.090228
8,30169551,59.262006,0.160212
8,30171796,59.359382,0.097376
8,30287906,59.474027,0.114645
8,30531995,59.513307,0.03928
8,30627027,59.648833,0.135526
8,30816027,59.706825,0.057992
8,30817660,59.761417,0.054592
8,31061144,59.884851,0.123434
8,31078267,59.949825,0.064974
8,31086086,60.0749,0.125075
8,31131716,60.120634,0.045734
8,31135250,60.319319,0.198685
8,31266164,60.438976,0.119657
8,31445933,60.484047,0.045071
8,31499408,60.580264,0.096217
8,31779956,60.640417,0.060153
8,32118416,60.831829,0.191412
8,32121424,60.909956,0.078127
8,32298180,61.083833,0.173877
8,32448731,61.135985,0.052152
8,32451898,61.193914,0.057929
8,32700505,61.350234,0.15632
8,33042526,61.41572,0.065486
8,33049378,61.457395,0.041675
8,33274526,61.538219,0.080824
8,33278000,61.580032,0.041813
8,33978390,61.699085,0.119053
8,33982495,61.758267,0.059182
8,34680220,61.88975,0.131483
8,34893701,62.049751,0.160001
8,35314837,62.109684,0.059933
8,35318740,62.266354,0.15667
8,35532948,62.347782,0.081428
8,35535803,62.45484,0.107058
8,36515656,62.592617,0.137777
8,36640233,62.683333,0.090716
8,36642472,62.740525,0.057192
8,36992242,62.831941,0.091416
8,36994086,62.914433,0.082492
8,37036800,62.950998,0.036565
8,37038275,63.013133,0.062135
8,37088271,63.046418,0.033285
8,37090376,63.151146,0.104728
8,37146819,63.175633,0.024487
8,37184754,63.361827,0.186194
8,37375458,63.425718,0.063891
8,37380139,63.55603,0.130312
8,37407920,63.670854,0.114824
8,37468018,63.690028,0.019174
8,37471387,63.765053,0.075025
8,37571392,64.006821,0.241768
8,37661071,64.073796,0.066975
8,37728019,64.220694,0.146898
8,37738616,64.318545,0.097851
8,37951135,64.697457,0.378912
8,38009275,64.701809,0.004352
8,38020325,64.832483,0.130674
8,38310910,64.858809,0.026326
8,38363472,64.924418,0.065609
8,38373822,65.026518,0.1021
8,38420069,65.050716,0.024198
8,38487305,65.215438,0.164722
8,38489529,65.308956,0.093518
8,38572422,65.35248,0.043524
8,38606475,65.481361,0.128881
8,38754530,65.51652,0.035159
8,38804629,65.632713,0.116193
8,38817412,65.806988,0.174275
8,39135407,65.867629,0.060641
8,39322257,65.996556,0.128927
8,39781444,66.121452,0.124896
8,39785321,66.192048,0.070596
8,39823391,66.204802,0.012754
8,39830700,66.308978,0.104176
8,40055363,66.612751,0.303773
8,40180752,66.692149,0.079398
8,40194456,66.815098,0.122949
8,40415799,67.039712,0.224614
8,40423517,67.155145,0.115433
8,40516594,67.202523,0.047378
8,40519227,67.353633,0.15111
8,40701174,67.471954,0.118321
8,40704851,67.632353,0.160399
8,40781719,67.653485,0.021132
8,40798805,67.732626,0.079141
8,40976728,67.796953,0.064327
8,41004600,67.906198,0.109245
8,41007120,68.000139,0.093941
8,41158605,68.069208,0.069069
8,41165741,68.234309,0.165101
8,41237437,68.337931,0.103622
8,41485041,68.438928,0.100997
8,41704910,68.70274,0.263812
8,41718356,68.781188,0.078448
8,41723550,68.881392,0.100204
8,41734886,68.936672,0.05528
8,42468218,69.235103,0.298431
8,42476061,69.318951,0.083848
8,42679538,69.433615,0.114664
8,49018317,69.567452,0.133837
8,49040836,69.632361,0.064909
8,50282063,69.918913,0.286552
8,50283147,69.943314,0.024401
8,51462163,70.168154,0.22484
8,51466904,70.208257,0.040103
8,52156842,70.364932,0.156675
8,52536828,70.622538,0.257606
8,52929912,70.751125,0.128587
8,52931576,70.830602,0.079477
8,53011084,70.895336,0.064734
8,53015682,70.961127,0.065791
8,53107292,71.163459,0.202332
8,53111233,71.278225,0.114766
8,53247157,71.343786,0.065561
8,53255619,71.547404,0.203618
8,53299639,71.561993,0.014589
8,53303885,71.709407,0.147414
8,53330550,71.803665,0.094258
8,53332425,71.868914,0.065249
8,53884020,72.030108,0.161194
8,53912564,72.113603,0.083495
8,54114776,72.180771,0.067168
8,54117695,72.346431,0.16566
8,54306826,72.431421,0.08499
8,54308135,72.504318,0.072897
8,54326694,72.585047,0.080729
8,54393891,72.59343,0.008383
8,54397045,72.671157,0.077727
8,54451955,72.779405,0.108248
8,54798458,72.865481,0.086076
8,54868473,72.95131,0.085829
8,55078217,72.974536,0.023226
8,55264412,73.164058,0.189522
8,55267612,73.252044,0.087986
8,55287683,73.399832,0.147788
8,55523753,73.622205,0.222373
8,55525031,73.6571,0.034895
8,55767144,73.685602,0.028502
8,55913934,73.782444,0.096842
8,55916007,73.939917,0.157473
8,56114518,74.043265,0.103348
8,56122303,74.102991,0.059726
8,56287082,74.151923,0.048932
8,56593062,74.403895,0.251972
8,56610494,74.507036,0.103141
8,56797418,74.568608,0.061572
8,56890564,74.689119,0.120511
8,57051259,74.732151,0.043032
8,57071336,74.789227,0.057076
8,57437154,74.953757,0.16453
8,57438696,75.047235,0.093478
8,57840660,75.450655,0.40342
8,58197150,75.596361,0.145706
8,58200173,75.727551,0.13119
8,58359625,75.816177,0.088626
8,58361959,75.868894,0.052717
8,58674089,76.006017,0.137123
8,58678194,76.134585,0.128568
8,58778118,76.226689,0.092104
8,58780481,76.321785,0.095096
8,58911933,76.46398,0.142195
8,58913290,76.576912,0.112932
8,59047312,76.675491,0.098579
8,59053292,76.791399,0.115908
8,59064294,76.826899,0.0355
8,59075434,77.028385,0.201486
8,59568175,77.21406,0.185675
8,59575608,77.319437,0.105377
8,59724602,77.50293,0.183493
8,59730059,77.684559,0.181629
8,59795785,77.749328,0.064769
8,59799585,77.819783,0.070455
8,59938578,77.86343,0.043647
8,59979252,77.942126,0.078696
8,59982532,78.081987,0.139861
8,60012601,78.115134,0.033147
8,60024449,78.229566,0.114432
8,60280143,78.361773,0.132207
8,60282860,78.437277,0.075504
8,60468372,78.472836,0.035559
8,60470686,78.598698,0.125862
8,60476691,78.655874,0.057176
8,60956071,78.728797,0.072923
8,61149731,78.845779,0.116982
8,61151574,78.896395,0.050616
8,61586261,79.015868,0.119473
8,61595671,79.054194,0.038326
8,61782205,79.084743,0.030549
8,61809918,79.160393,0.07565
8,61811764,79.268434,0.108041
8,61949234,79.492046,0.223612
8,61951203,79.560531,0.068485
8,62002751,79.615556,0.055025
8,62007962,79.945044,0.329488
8,62217523,80.02592,0.080876
8,62220151,80.099546,0.073626
8,62328142,80.136859,0.037313
8,62330609,80.275742,0.138883
8,62487537,80.323956,0.048214
8,62490978,80.381889,0.057933
8,62699198,80.478467,0.096578
8,62718921,80.574002,0.095535
8,64193072,81.117805,0.543803
8,64213170,81.180871,0.063066
8,64214905,81.24187,0.060999
8,64498360,81.385291,0.143421
8,65074004,81.500335,0.115044
8,65427707,81.654207,0.153872
8,65436968,81.709391,0.055184
8,65757138,81.763683,0.054292
8,65762549,81.829745,0.066062
8,66025862,81.964339,0.134594
8,66028074,82.045431,0.081092
8,66044949,82.130426,0.084995
8,66128131,82.177084,0.046658
8,66130782,82.284789,0.107705
8,66478278,82.488071,0.203282
8,66960324,82.577871,0.0898
8,66963026,82.726675,0.148804
8,67114347,82.749022,0.022347
8,67127803,82.865368,0.116346
8,67429422,83.059808,0.19444
8,68437619,83.16311,0.103302
8,68568185,83.283652,0.120542
8,68570563,83.394338,0.110686
8,68677127,83.448961,0.054623
8,68679270,83.615829,0.166868
8,68973803,83.915603,0.299774
8,68976105,84.027446,0.111843
8,69042585,84.064002,0.036556
8,69044030,84.135735,0.071733
8,69099658,84.188707,0.052972
8,69112033,84.373388,0.184681
8,69135486,84.469285,0.095897
8,69384598,84.616398,0.147113
8,69386880,84.665215,0.048817
8,69640783,84.793506,0.128291
8,69670041,84.917914,0.124408
8,69859593,85.135244,0.21733
8,69865066,85.253586,0.118342
8,69946756,85.36139,0.107804
8,69947985,85.420866,0.059476
8,70004580,85.487236,0.06637
8,70006303,85.632275,0.145039
8,70174476,85.703325,0.07105
8,70179978,85.854292,0.150967
8,70211572,85.961227,0.106935
8,70374519,86.055155,0.093928
8,70376527,86.185764,0.130609
8,70412450,86.243473,0.057709
8,70414309,86.358329,0.114856
8,70459208,86.427835,0.069506
8,70461127,86.500372,0.072537
8,70478082,86.519398,0.019026
8,70481100,86.663557,0.144159
8,70542552,86.74931,0.085753
8,70544235,86.842391,0.093081
8,70582510,86.926246,0.083855
8,70588878,87.027548,0.101302
8,70629366,87.123473,0.095925
8,70799045,87.260925,0.137452
8,70812050,87.34944,0.088515
8,70865579,87.372374,0.022934
8,70870856,87.623115,0.250741
8,71005911,87.760961,0.137846
8,71351158,87.807926,0.046965
8,71464671,87.91268,0.104754
8,72013005,87.973899,0.061219
8,72015209,88.107106,0.133207
8,72094119,88.196823,0.089717
8,72095316,88.258851,0.062028
8,72132793,88.3216,0.062749
8,72136861,88.389297,0.067697
8,72174978,88.425848,0.036551
8,72181161,88.538057,0.112209
8,72241521,88.611383,0.073326
8,72243038,88.688698,0.077315
8,72277458,88.770662,0.081964
8,72280705,88.860842,0.09018
8,72287617,88.889747,0.028905
8,72291211,89.078629,0.188882
8,72351824,89.119038,0.040409
8,72354535,89.207289,0.088251
8,72532296,89.273252,0.065963
8,72534262,89.362993,0.089741
8,72544676,89.468444,0.105451
8,72682693,89.592643,0.124199
8,72703320,89.707731,0.115088
8,72742723,89.748974,0.041243
8,72753497,89.98118,0.232206
8,72987895,90.183505,0.202325
8,72989790,90.248374,0.064869
8,73168799,90.358974,0.1106
8,73172443,90.450571,0.091597
8,73240030,90.490858,0.040287
8,73245604,90.757134,0.266276
8,73252878,90.947553,0.190419
8,73277404,90.961473,0.01392
8,73280163,91.131253,0.16978
8,73352367,91.152822,0.021569
8,73353997,91.212617,0.059795
8,73423214,91.243831,0.031214
8,73426274,91.30046,0.056629
8,73728114,91.411194,0.110734
8,73730013,91.471433,0.060239
8,73815971,91.557873,0.08644
8,73818124,91.649433,0.09156
8,73835919,91.678298,0.028865
8,73838986,91.778569,0.100271
8,73986292,91.873172,0.094603
8,73996785,91.965663,0.092491
8,74031240,91.998148,0.032485
8,74038654,92.104548,0.1064
8,74107483,92.145267,0.040719
8,74185600,92.37914,0.233873
8,74248879,92.39718,0.01804
8,74300476,92.514333,0.117153
8,74489061,92.659575,0.145242
8,74804726,92.699677,0.040102
8,74998868,92.887328,0.187651
8,75009523,93.021504,0.134176
8,75248290,93.258587,0.237083
8,75252406,93.324528,0.065941
8,75443855,93.385114,0.060586
8,75446724,93.497764,0.11265
8,75682535,93.567277,0.069513
8,76068160,93.828816,0.261539
8,76072260,93.874379,0.045563
8,76262855,93.918044,0.043665
8,76296108,94.05811,0.140066
8,77270290,94.249714,0.191604
8,77279102,94.327343,0.077629
8,77483483,94.44556,0.118217
8,77517534,94.527547,0.081987
8,77696032,94.559087,0.03154
8,77698861,94.649303,0.090216
8,77871888,94.737628,0.088325
8,77874991,94.8914,0.153772
8,78015205,94.916498,0.025098
8,78016748,95.019887,0.103389
8,78632893,95.136563,0.116676
8,78637869,95.211531,0.074968
8,79410937,95.369463,0.157932
8,79420199,95.428021,0.058558
8,79750564,95.552194,0.124173
8,79752125,95.6202,0.068006
8,79896186,95.790487,0.170287
8,80227509,95.874495,0.084008
8,80597253,96.077193,0.202698
8,80656919,96.148887,0.071694
8,80658578,96.217582,0.068695
8,80768872,96.330263,0.112681
8,80774955,96.448852,0.118589
8,81090148,96.607647,0.158795
8,81091342,96.657956,0.050309
8,81331943,96.777655,0.119699
8,81333371,96.858975,0.08132
8,81353654,96.969145,0.11017
8,81443654,96.981949,0.012804
8,81545195,97.205171,0.223222
8,81886686,97.281552,0.076381
8,81892766,97.359582,0.07803
8,81954786,97.43616,0.076578
8,81957653,97.530934,0.094774
8,82015265,97.598744,0.06781
8,82017372,97.663407,0.064663
8,82219639,97.805339,0.141932
8,82237403,97.935373,0.130034
8,82260483,97.962607,0.027234
8,82266283,98.131326,0.168719
8,82887561,98.379719,0.248393
8,82889890,98.427564,0.047845
8,82982199,98.509144,0.08158
8,83246254,98.56372,0.054576
8,83727741,98.796879,0.233159
8,83729215,98.879152,0.082273
8,83997731,99.001383,0.122231
8,84000103,99.069303,0.06792
8,84737945,99.278384,0.209081
8,85096543,99.483454,0.20507
8,85116100,99.613578,0.130124
8,85151612,99.672668,0.05909
8,86550476,99.944825,0.272157
8,86988529,99.961309,0.016484
8,86995430,100.031734,0.070425
8,87241715,100.132403,0.100669
8,87244582,100.201822,0.069419
8,87562786,100.225542,0.02372
8,87564777,100.330345,0.104803
8,87633350,100.378063,0.047718
8,87635451,100.468461,0.090398
8,88003004,100.624478,0.156017
8,88011025,100.672116,0.047638
8,89083979,101.02322,0.351104
8,89087045,101.160669,0.137449
8,89337704,101.303138,0.142469
8,89761913,101.378749,0.075611
8,89851181,101.450679,0.07193
8,89855372,101.522281,0.071602
8,90364550,101.704697,0.182416
8,90366827,101.801017,0.09632
8,90637269,101.939531,0.138514
8,90643528,102.055115,0.115584
8,90877465,102.138342,0.083227
8,90886015,102.202827,0.064485
8,92354921,102.628716,0.425889
8,92360576,102.708745,0.080029
8,92869968,102.882191,0.173446
8,92873618,103.026751,0.14456
8,92965409,103.06514,0.038389
8,92976563,103.145922,0.080782
8,93181853,103.1788,0.032878
8,93184065,103.292448,0.113648
8,93448497,103.367139,0.074691
8,93553957,103.54961,0.182471
8,93555474,103.654019,0.104409
8,93591358,103.691776,0.037757
8,93593905,103.803137,0.111361
8,93626295,103.858019,0.054882
8,94035697,103.961688,0.103669
8,94037755,104.04456,0.082872
8,94301420,104.270707,0.226147
8,94304095,104.455811,0.185104
8,94908574,104.619143,0.163332
8,94915411,104.683998,0.064855
8,95002352,104.75212,0.068122
8,95008144,104.921842,0.169722
8,95173672,105.082874,0.161032
8,95176404,105.159113,0.076239
8,95282065,105.268895,0.109782
8,95285580,105.338809,0.069914
8,95316256,105.360327,0.021518
8,95319741,105.437596,0.077269
8,95631051,105.487158,0.049562
8,95813810,105.652596,0.165438
8,96080389,105.721713,0.069117
8,96174718,105.834172,0.112459
8,96179708,105.912777,0.078605
8,96204142,105.972409,0.059632
8,96205920,106.059592,0.087183
8,96237529,106.197881,0.138289
8,96379486,106.329746,0.131865
8,96390839,106.446982,0.117236
8,96534326,106.695851,0.248869
8,96536023,106.78121,0.085359
8,96549915,106.790426,0.009216
8,96552742,106.8782,0.087774
8,96707729,106.995473,0.117273
8,96710585,107.096365,0.100892
8,96744403,107.162965,0.0666
8,96753016,107.292152,0.129187
8,96864355,107.367308,0.075156
8,96867898,107.45513,0.087822
8,96897266,107.482177,0.027047
8,96899931,107.619541,0.137364
8,96979871,107.650335,0.030794
8,97138738,107.869645,0.21931
8,97321898,107.963588,0.093943
8,97324282,108.050583,0.086995
8,97490055,108.14939,0.098807
8,97496738,108.240675,0.091285
8,97522587,108.252339,0.011664
8,97530402,108.393088,0.140749
8,97671897,108.667229,0.274141
8,98130180,108.763692,0.096463
8,98134018,108.833033,0.069341
8,98239505,108.950081,0.117048
8,98242521,109.022599,0.072518
8,98314994,109.077102,0.054503
8,98326013,109.195129,0.118027
8,98484906,109.358548,0.163419
8,98788486,109.455294,0.096746
8,98796043,109.514881,0.059587
8,98871690,109.621312,0.106431
8,98876595,109.697505,0.076193
8,99090658,109.886822,0.189317
8,99102403,110.314496,0.427674
8,99192329,110.449208,0.134712
8,99195204,110.515861,0.066653
8,99254321,110.539659,0.023798
8,99259682,110.672451,0.132792
8,99383408,110.764663,0.092212
8,99384890,110.892754,0.128091
8,99398035,110.915169,0.022415
8,99404946,111.089347,0.174178
8,100824550,111.194251,0.104904
8,100993550,111.277756,0.083505
8,100999575,111.373701,0.095945
8,101392717,111.465975,0.092274
8,101450242,111.568407,0.102432
8,101458798,111.735573,0.167166
8,101494618,111.787149,0.051576
8,101503276,111.92723,0.140081
8,101524955,112.032135,0.104905
8,101607397,112.097573,0.065438
8,101620084,112.173615,0.076042
8,101622111,112.265483,0.091868
8,101629772,112.326758,0.061275
8,101685641,112.404242,0.077484
8,101688982,112.448425,0.044183
8,101857822,112.546171,0.097746
8,101859589,112.658978,0.112807
8,101879598,112.676972,0.017994
8,101887030,112.855478,0.178506
8,102002607,112.913943,0.058465
8,102005728,113.051261,0.137318
8,102062658,113.122292,0.071031
8,102072107,113.301656,0.179364
8,102145463,113.546853,0.245197
8,102150552,113.703752,0.156899
8,102301122,113.822685,0.118933
8,102315070,113.920123,0.097438
8,102471246,114.069888,0.149765
8,102484927,114.126902,0.057014
8,102494523,114.320577,0.193675
8,102528569,114.371949,0.051372
8,102536405,114.532441,0.160492
8,102595834,114.668803,0.136362
8,102747497,114.784843,0.11604
8,102749568,114.870294,0.085451
8,102942824,114.93954,0.069246
8,102944863,115.026814,0.087274
8,103040256,115.068041,0.041227
8,103041859,115.17471,0.106669
8,103073460,115.306475,0.131765
8,103200036,115.394972,0.088497
8,103203103,115.568892,0.17392
8,103496220,115.625709,0.056817
8,103557944,115.732394,0.106685
8,103597586,115.929915,0.197521
8,103692966,115.975554,0.045639
8,103730189,116.129521,0.153967
8,103732337,116.256834,0.127313
8,103808368,116.478187,0.221353
8,103810054,116.541298,0.063111
8,103972369,116.603132,0.061834
8,103995624,116.716672,0.11354
8,104085957,116.757909,0.041237
8,104122683,116.865388,0.107479
8,104124453,116.98276,0.117372
8,104129007,117.041286,0.058526
8,104464349,117.153028,0.111742
8,104466543,117.290367,0.137339
8,105012802,117.32445,0.034083
8,105372984,117.466878,0.142428
8,105394466,117.548022,0.081144
8,105777161,117.684507,0.136485
8,105780272,117.739211,0.054704
8,105982203,117.854923,0.115712
8,105985126,117.907538,0.052615
8,106510518,118.165289,0.257751
8,106512828,118.280916,0.115627
8,106593558,118.330972,0.050056
8,106596042,118.437138,0.106166
8,106704846,118.574815,0.137677
8,106724356,118.679861,0.105046
8,107265915,118.817454,0.137593
8,107410067,118.940515,0.123061
8,107411705,119.087082,0.146567
8,107790203,119.197392,0.11031
8,108087607,119.361664,0.164272
8,108089324,119.405611,0.043947
8,108392547,119.573636,0.168025
8,108393683,119.650767,0.077131
8,108646968,119.768389,0.117622
8,108649353,119.896693,0.128304
8,108751754,119.974571,0.077878
8,108753860,120.0322,0.057629
8,108813406,120.072007,0.039807
8,108818727,120.146756,0.074749
8,108839296,120.149599,0.002843
8,108841582,120.21868,0.069081
8,109009081,120.271081,0.052401
8,109012769,120.359099,0.088018
8,109588327,120.476496,0.117397
8,109923059,120.690173,0.213677
8,109926932,120.747963,0.05779
8,110761776,120.954623,0.20666
8,110763434,121.000448,0.045825
8,111037537,121.070863,0.070415
8,111047878,121.15744,0.086577
8,111187698,121.197911,0.040471
8,111196731,121.271173,0.073262
8,111456806,121.332942,0.061769
8,111460027,121.399747,0.066805
8,112018799,121.468047,0.0683
8,112021630,121.533185,0.065138
8,113653361,121.889589,0.356404
8,114781861,122.059929,0.17034
8,114785889,122.241746,0.181817
8,115011169,122.383976,0.14223
8,115012375,122.440656,0.05668
8,116094888,122.742445,0.301789
8,116099632,122.903062,0.160617
8,116305353,123.070857,0.167795
8,116318311,123.142152,0.071295
8,116355858,123.150534,0.008382
8,116358695,123.217288,0.066754
8,116404971,123.233225,0.015937
8,116409058,123.316551,0.083326
8,117132729,123.595947,0.279396
8,117136227,123.740876,0.144929
8,117174310,123.832779,0.091903
8,117415285,123.985927,0.153148
8,117418945,124.057926,0.071999
8,117588929,124.164953,0.107027
8,117592429,124.241139,0.076186
8,117817256,124.353387,0.112248
8,117819007,124.468317,0.11493
8,117945597,124.535759,0.067442
8,117947272,124.63903,0.103271
8,117957301,124.712846,0.073816
8,118181090,124.802602,0.089756
8,118182924,124.870018,0.067416
8,118236975,124.926008,0.05599
8,118238117,124.97435,0.048342
8,118297523,125.039665,0.065315
8,118298747,125.140346,0.100681
8,118367759,125.233843,0.093497
8,118369012,125.288411,0.054568
8,118618789,125.420387,0.131976
8,118626279,125.485204,0.064817
8,118769403,125.555519,0.070315
8,118770943,125.618071,0.062552
8,119091309,125.821638,0.203567
8,119094919,125.912068,0.09043
8,119175763,125.979354,0.067286
8,119180149,126.037007,0.057653
8,119423421,126.213608,0.176601
8,119496571,126.333568,0.11996
8,119499290,126.404953,0.071385
8,119555360,126.438702,0.033749
8,119611476,126.586444,0.147742
8,119681282,126.607113,0.020669
8,119687654,126.78221,0.175097
8,119777586,126.886268,0.104058
8,120216552,127.086601,0.200333
8,120218302,127.181338,0.094737
8,121178112,127.540284,0.358946
8,121180667,127.620708,0.080424
8,121340334,127.770022,0.149314
8,121553037,127.80626,0.036238
8,121558400,127.928154,0.121894
8,121766060,128.066836,0.138682
8,121770585,128.170481,0.103645
8,121814601,128.180578,0.010097
8,121825293,128.250837,0.070259
8,121967375,128.476515,0.225678
8,122108725,128.505791,0.029276
8,122111031,128.570401,0.06461
8,122126649,128.577203,0.006802
8,122128261,128.701843,0.12464
8,122328920,128.848206,0.146363
8,122330471,128.894543,0.046337
8,122503062,129.021946,0.127403
8,122623421,129.222095,0.200149
8,122628180,129.39295,0.170855
8,122888120,129.511127,0.118177
8,122961848,129.613506,0.102379
8,122963521,129.689786,0.07628
8,123043443,129.789136,0.09935
8,123050854,129.925019,0.135883
8,123448307,130.06827,0.143251
8,123449448,130.156579,0.088309
8,123499998,130.207994,0.051415
8,123505014,130.330639,0.122645
8,123527159,130.343536,0.012897
8,123529864,130.403887,0.060351
8,123547148,130.431917,0.02803
8,123551840,130.56583,0.133913
8,123668493,130.687662,0.121832
8,123672782,130.824405,0.136743
8,123779599,130.884715,0.06031
8,123782133,131.028401,0.143686
8,123879447,131.225726,0.197325
8,123890211,131.330176,0.10445
8,123894892,131.496939,0.166763
8,123955549,131.552856,0.055917
8,123971081,131.682724,0.129868
8,123995609,131.70327,0.020546
8,123998882,131.784933,0.081663
8,124069554,131.852422,0.067489
8,124096227,131.975353,0.122931
8,124482075,132.146286,0.170933
8,124536448,132.330684,0.184398
8,124541280,132.484096,0.153412
8,124683734,132.712824,0.228728
8,124697821,132.863163,0.150339
8,124757661,132.969457,0.106294
8,124761727,133.091434,0.121977
8,124859382,133.150393,0.058959
8,124866062,133.482176,0.331783
8,125021715,133.672497,0.190321
8,125024704,133.80169,0.129193
8,125247147,133.999497,0.197807
8,125250560,134.090249,0.090752
8,125431468,134.174506,0.084257
8,125438675,134.271185,0.096679
8,125450473,134.286841,0.015656
8,125456928,134.429773,0.142932
8,125566057,134.441315,0.011542
8,125681849,134.60863,0.167315
8,125685942,134.753444,0.144814
8,125728561,134.844696,0.091252
8,125730159,134.955956,0.11126
8,125816438,135.040044,0.084088
8,125830838,135.121687,0.081643
8,125953439,135.248146,0.126459
8,125955586,135.339714,0.091568
8,126395174,135.523283,0.183569
8,126417243,135.816449,0.293166
8,126444463,135.884336,0.067887
8,126447308,135.965777,0.081441
8,126568612,136.150321,0.184544
8,126575987,136.218969,0.068648
8,126619194,136.264701,0.045732
8,126629328,136.348618,0.083917
8,126649545,136.36307,0.014452
8,126678921,136.50179,0.13872
8,126707635,136.512829,0.011039
8,126711943,136.663444,0.150615
8,126760375,136.681286,0.017842
8,126766585,136.916831,0.235545
8,126863780,136.941752,0.024921
8,126868840,137.126898,0.185146
8,126960818,137.167957,0.041059
8,126962266,137.231825,0.063868
8,127012033,137.299127,0.067302
8,127017248,137.393543,0.094416
8,127083695,137.43379,0.040247
8,127092140,137.496879,0.063089
8,127174013,137.541955,0.045076
8,127187161,137.633119,0.091164
8,127396830,137.745008,0.111889
8,127399415,137.831104,0.086096
8,127484589,137.921664,0.09056
8,127487733,138.026285,0.104621
8,127587374,138.148361,0.122076
8,127591628,138.259477,0.111116
8,127642790,138.287395,0.027918
8,127658147,138.370251,0.082856
8,127662282,138.460983,0.090732
8,127683774,138.598076,0.137093
8,127707148,138.613816,0.01574
8,127708294,138.699185,0.085369
8,127883952,138.833536,0.134351
8,127900463,138.959112,0.125576
8,128070317,139.053425,0.094313
8,128071922,139.151694,0.098269
8,128232047,139.379908,0.228214
8,128234968,139.443786,0.063878
8,128268899,139.48966,0.045874
8,128273928,139.578829,0.089169
8,128389507,139.694863,0.116034
8,128403514,139.789312,0.094449
8,128407190,139.881444,0.092132
8,128466814,139.945206,0.063762
8,128470256,140.066377,0.121171
8,128545383,140.145476,0.079099
8,128550123,140.298939,0.153463
8,128567327,140.312616,0.013677
8,128568550,140.388324,0.075708
8,128657277,140.551942,0.163618
8,128660096,140.693852,0.14191
8,128673107,140.853173,0.159321
8,128708284,140.903074,0.049901
8,128709604,140.965731,0.062657
8,128740968,141.051182,0.085451
8,128755603,141.187094,0.135912
8,129015349,141.494301,0.307207
8,129017800,141.558686,0.064385
8,129046208,141.574749,0.016063
8,129051940,141.733686,0.158937
8,129110843,141.82455,0.090864
8,129121956,141.956336,0.131786
8,129276706,142.092556,0.13622
8,129297518,142.169308,0.076752
8,129299649,142.286494,0.117186
8,129308752,142.293576,0.007082
8,129311177,142.453053,0.159477
8,129491694,142.522512,0.069459
8,129498584,142.598074,0.075562
8,129532118,142.614204,0.01613
8,129534673,142.674726,0.060522
8,129592665,142.715326,0.0406
8,129600885,142.855682,0.140356
8,129994834,143.056625,0.200943
8,130004668,143.153337,0.096712
8,130352378,143.302014,0.148677
8,130354239,143.352143,0.050129
8,130379330,143.386796,0.034653
8,130382552,143.546816,0.16002
8,130397445,143.615515,0.068699
8,130693402,143.799454,0.183939
8,130698432,143.930716,0.131262
8,130704649,143.949569,0.018853
8,130706301,144.078736,0.129167
8,130853447,144.23706,0.158324
8,130963259,144.251047,0.013987
8,131027338,144.350374,0.099327
8,131504525,144.451441,0.101067
8,131543875,144.575398,0.123957
8,131554761,144.751848,0.17645
8,131637585,144.857375,0.105527
8,131641096,145.01691,0.159535
8,131646185,145.019003,0.002093
8,131653407,145.144916,0.125913
8,131775896,145.217874,0.072958
8,131780258,145.293172,0.075298
8,131952633,145.445979,0.152807
8,131961279,145.550822,0.104843
8,132161458,145.663578,0.112756
8,132165288,145.793461,0.129883
8,132304508,145.830914,0.037453
8,132306882,145.883769,0.052855
8,132358549,145.912188,0.028419
8,132360032,146.016151,0.103963
8,132534844,146.109758,0.093607
8,132538011,146.248881,0.139123
8,132618291,146.276991,0.02811
8,132620699,146.402943,0.125952
